Organism,Year,Ladder_Step,Count,Percent,Total_N,Sufficient
Streptococcus pneumoniae,2009,2,0,0.0,440,YES
Streptococcus pneumoniae,2009,3,0,0.0,440,YES
Streptococcus pneumoniae,2009,4,0,0.0,440,YES
Streptococcus pneumoniae,2010,0,236,72.84,324,YES
Streptococcus pneumoniae,2010,1,88,27.16,324,YES
Streptococcus pneumoniae,2010,2,0,0.0,324,YES
Streptococcus pneumoniae,2010,3,0,0.0,324,YES
Streptococcus pneumoniae,2010,4,0,0.0,324,YES
Streptococcus pneumoniae,2011,0,207,73.4,282,YES
Streptococcus pneumoniae,2011,1,75,26.6,282,YES
Streptococcus pneumoniae,2011,2,0,0.0,282,YES
Streptococcus pneumoniae,2011,3,0,0.0,282,YES
Streptococcus pneumoniae,2011,4,0,0.0,282,YES
Streptococcus pneumoniae,2012,0,155,64.58,240,YES
Streptococcus pneumoniae,2012,1,85,35.42,240,YES
Streptococcus pneumoniae,2012,2,0,0.0,240,YES
Streptococcus pneumoniae,2012,3,0,0.0,240,YES
Streptococcus pneumoniae,2012,4,0,0.0,240,YES
Streptococcus pneumoniae,2013,0,192,65.53,293,YES
Streptococcus pneumoniae,2013,1,101,34.47,293,YES
Streptococcus pneumoniae,2013,2,0,0.0,293,YES
Streptococcus pneumoniae,2013,3,0,0.0,293,YES
Streptococcus pneumoniae,2013,4,0,0.0,293,YES
Streptococcus pneumoniae,2014,0,460,75.53,609,YES
Streptococcus pneumoniae,2014,1,149,24.47,609,YES
Streptococcus pneumoniae,2014,2,0,0.0,609,YES
Streptococcus pneumoniae,2014,3,0,0.0,609,YES
Streptococcus pneumoniae,2014,4,0,0.0,609,YES
Streptococcus pneumoniae,2015,0,372,70.32,529,YES
Streptococcus pneumoniae,2015,1,157,29.68,529,YES
Streptococcus pneumoniae,2015,2,0,0.0,529,YES
Streptococcus pneumoniae,2015,3,0,0.0,529,YES
Streptococcus pneumoniae,2015,4,0,0.0,529,YES
Streptococcus pneumoniae,2016,0,395,71.3,554,YES
Streptococcus pneumoniae,2016,1,159,28.7,554,YES
Streptococcus pneumoniae,2016,2,0,0.0,554,YES
Streptococcus pneumoniae,2016,3,0,0.0,554,YES
Streptococcus pneumoniae,2016,4,0,0.0,554,YES
Streptococcus pneumoniae,2017,0,418,71.94,581,YES
Streptococcus pneumoniae,2017,1,163,28.06,581,YES
Streptococcus pneumoniae,2017,2,0,0.0,581,YES
Streptococcus pneumoniae,2017,3,0,0.0,581,YES
Streptococcus pneumoniae,2017,4,0,0.0,581,YES
Streptococcus pneumoniae,2018,0,224,76.45,293,YES
Streptococcus pneumoniae,2018,1,69,23.55,293,YES
Streptococcus pneumoniae,2018,2,0,0.0,293,YES
Streptococcus pneumoniae,2018,3,0,0.0,293,YES
Streptococcus pneumoniae,2018,4,0,0.0,293,YES
Streptococcus pneumoniae,2019,0,375,77.32,485,YES
Streptococcus pneumoniae,2019,1,110,22.68,485,YES
Streptococcus pneumoniae,2019,2,0,0.0,485,YES
Streptococcus pneumoniae,2019,3,0,0.0,485,YES
Streptococcus pneumoniae,2019,4,0,0.0,485,YES
Streptococcus pneumoniae,2020,0,327,76.4,428,YES
Streptococcus pneumoniae,2020,1,101,23.6,428,YES
Streptococcus pneumoniae,2020,2,0,0.0,428,YES
Streptococcus pneumoniae,2020,3,0,0.0,428,YES
Streptococcus pneumoniae,2020,4,0,0.0,428,YES
Streptococcus pneumoniae,2021,0,218,67.08,325,YES
Streptococcus pneumoniae,2021,1,107,32.92,325,YES
Streptococcus pneumoniae,2021,2,0,0.0,325,YES
Streptococcus pneumoniae,2021,3,0,0.0,325,YES
Streptococcus pneumoniae,2021,4,0,0.0,325,YES
Streptococcus pneumoniae,2022,0,227,72.99,311,YES
Streptococcus pneumoniae,2022,1,84,27.01,311,YES
Streptococcus pneumoniae,2022,2,0,0.0,311,YES
Streptococcus pneumoniae,2022,3,0,0.0,311,YES
Streptococcus pneumoniae,2022,4,0,0.0,311,YES
Streptococcus pneumoniae,2023,0,264,72.33,365,YES
Streptococcus pneumoniae,2023,1,101,27.67,365,YES
Streptococcus pneumoniae,2023,2,0,0.0,365,YES
Streptococcus pneumoniae,2023,3,0,0.0,365,YES
Streptococcus pneumoniae,2023,4,0,0.0,365,YES
Streptococcus pneumoniae,2024,0,224,72.73,308,YES
Streptococcus pneumoniae,2024,1,84,27.27,308,YES
Streptococcus pneumoniae,2024,2,0,0.0,308,YES
Streptococcus pneumoniae,2024,3,0,0.0,308,YES
Streptococcus pneumoniae,2024,4,0,0.0,308,YES
Haemophilus influenzae,2004,0,41,100.0,41,YES
Haemophilus influenzae,2004,1,0,0.0,41,YES
Haemophilus influenzae,2004,2,0,0.0,41,YES
Haemophilus influenzae,2004,3,0,0.0,41,YES
Haemophilus influenzae,2004,4,0,0.0,41,YES
Haemophilus influenzae,2005,0,58,95.08,61,YES
Haemophilus influenzae,2005,1,3,4.92,61,YES
Haemophilus influenzae,2005,2,0,0.0,61,YES
Haemophilus influenzae,2005,3,0,0.0,61,YES
Haemophilus influenzae,2005,4,0,0.0,61,YES
Haemophilus influenzae,2006,0,50,98.04,51,YES
Haemophilus influenzae,2006,1,1,1.96,51,YES
Haemophilus influenzae,2006,2,0,0.0,51,YES
Haemophilus influenzae,2006,3,0,0.0,51,YES
Haemophilus influenzae,2006,4,0,0.0,51,YES
Haemophilus influenzae,2007,0,92,97.87,94,YES
Haemophilus influenzae,2007,1,2,2.13,94,YES
Haemophilus influenzae,2007,2,0,0.0,94,YES
Haemophilus influenzae,2007,3,0,0.0,94,YES
Haemophilus influenzae,2007,4,0,0.0,94,YES
Haemophilus influenzae,2008,0,77,97.47,79,YES
Haemophilus influenzae,2008,1,2,2.53,79,YES
Haemophilus influenzae,2008,2,0,0.0,79,YES
Haemophilus influenzae,2008,3,0,0.0,79,YES
Haemophilus influenzae,2008,4,0,0.0,79,YES
Haemophilus influenzae,2009,0,90,98.9,91,YES
Haemophilus influenzae,2009,1,1,1.1,91,YES
Haemophilus influenzae,2009,2,0,0.0,91,YES
Haemophilus influenzae,2009,3,0,0.0,91,YES
Haemophilus influenzae,2009,4,0,0.0,91,YES
Haemophilus influenzae,2010,0,69,100.0,69,YES
Haemophilus influenzae,2010,1,0,0.0,69,YES
Haemophilus influenzae,2010,2,0,0.0,69,YES
Haemophilus influenzae,2010,3,0,0.0,69,YES
Haemophilus influenzae,2010,4,0,0.0,69,YES
Haemophilus influenzae,2011,0,63,100.0,63,YES
Haemophilus influenzae,2011,1,0,0.0,63,YES
Haemophilus influenzae,2011,2,0,0.0,63,YES
Haemophilus influenzae,2011,3,0,0.0,63,YES
Haemophilus influenzae,2011,4,0,0.0,63,YES
Haemophilus influenzae,2012,0,43,100.0,43,YES
Haemophilus influenzae,2012,1,0,0.0,43,YES
Haemophilus influenzae,2012,2,0,0.0,43,YES
Haemophilus influenzae,2012,3,0,0.0,43,YES
Haemophilus influenzae,2012,4,0,0.0,43,YES
Haemophilus influenzae,2013,0,81,100.0,81,YES
Haemophilus influenzae,2013,1,0,0.0,81,YES
Haemophilus influenzae,2013,2,0,0.0,81,YES
Haemophilus influenzae,2013,3,0,0.0,81,YES
Haemophilus influenzae,2013,4,0,0.0,81,YES
Haemophilus influenzae,2014,0,68,100.0,68,YES
Haemophilus influenzae,2014,1,0,0.0,68,YES
Haemophilus influenzae,2014,2,0,0.0,68,YES
Haemophilus influenzae,2014,3,0,0.0,68,YES
Haemophilus influenzae,2014,4,0,0.0,68,YES
Haemophilus influenzae,2015,0,74,100.0,74,YES
Haemophilus influenzae,2015,1,0,0.0,74,YES
Haemophilus influenzae,2015,2,0,0.0,74,YES
Haemophilus influenzae,2015,3,0,0.0,74,YES
Haemophilus influenzae,2015,4,0,0.0,74,YES
Haemophilus influenzae,2016,0,81,98.78,82,YES
Haemophilus influenzae,2016,1,1,1.22,82,YES
Haemophilus influenzae,2016,2,0,0.0,82,YES
Haemophilus influenzae,2016,3,0,0.0,82,YES
Haemophilus influenzae,2016,4,0,0.0,82,YES
Haemophilus influenzae,2017,0,55,100.0,55,YES
Haemophilus influenzae,2017,1,0,0.0,55,YES
Haemophilus influenzae,2017,2,0,0.0,55,YES
Haemophilus influenzae,2017,3,0,0.0,55,YES
Haemophilus influenzae,2017,4,0,0.0,55,YES
Haemophilus influenzae,2018,0,70,100.0,70,YES
Haemophilus influenzae,2018,1,0,0.0,70,YES
Haemophilus influenzae,2018,2,0,0.0,70,YES
Haemophilus influenzae,2018,3,0,0.0,70,YES
Haemophilus influenzae,2018,4,0,0.0,70,YES
Haemophilus influenzae,2019,0,68,100.0,68,YES
Haemophilus influenzae,2019,1,0,0.0,68,YES
Haemophilus influenzae,2019,2,0,0.0,68,YES
Haemophilus influenzae,2019,3,0,0.0,68,YES
Haemophilus influenzae,2019,4,0,0.0,68,YES
Haemophilus influenzae,2020,0,57,100.0,57,YES
Haemophilus influenzae,2020,1,0,0.0,57,YES
Haemophilus influenzae,2020,2,0,0.0,57,YES
Haemophilus influenzae,2020,3,0,0.0,57,YES
Haemophilus influenzae,2020,4,0,0.0,57,YES
Haemophilus influenzae,2021,0,29,100.0,29,YES
Haemophilus influenzae,2021,1,0,0.0,29,YES
Haemophilus influenzae,2021,2,0,0.0,29,YES
Haemophilus influenzae,2021,3,0,0.0,29,YES
Haemophilus influenzae,2021,4,0,0.0,29,YES
Haemophilus influenzae,2022,0,17,100.0,17,YES
Haemophilus influenzae,2022,1,0,0.0,17,YES
Haemophilus influenzae,2022,2,0,0.0,17,YES
Haemophilus influenzae,2022,3,0,0.0,17,YES
Haemophilus influenzae,2022,4,0,0.0,17,YES
Haemophilus influenzae,2023,0,56,100.0,56,YES
Haemophilus influenzae,2023,1,0,0.0,56,YES
Haemophilus influenzae,2023,2,0,0.0,56,YES
Haemophilus influenzae,2023,3,0,0.0,56,YES
Haemophilus influenzae,2023,4,0,0.0,56,YES
Haemophilus influenzae,2024,0,63,100.0,63,YES
Haemophilus influenzae,2024,1,0,0.0,63,YES
Haemophilus influenzae,2024,2,0,0.0,63,YES
Haemophilus influenzae,2024,3,0,0.0,63,YES
Haemophilus influenzae,2024,4,0,0.0,63,YES
Salmonella spp,2018,0,1,100.0,1,NO
Salmonella spp,2018,1,0,0.0,1,NO
Salmonella spp,2018,2,0,0.0,1,NO
Salmonella spp,2018,3,0,0.0,1,NO
Salmonella spp,2018,4,0,0.0,1,NO
Salmonella spp,2019,0,3,100.0,3,NO
Salmonella spp,2019,1,0,0.0,3,NO
Salmonella spp,2019,2,0,0.0,3,NO
Salmonella spp,2019,3,0,0.0,3,NO
Salmonella spp,2019,4,0,0.0,3,NO
Salmonella spp,2022,0,2,100.0,2,NO
Salmonella spp,2022,1,0,0.0,2,NO
Salmonella spp,2022,2,0,0.0,2,NO
Salmonella spp,2022,3,0,0.0,2,NO
Salmonella spp,2022,4,0,0.0,2,NO
Salmonella spp,2024,0,2,100.0,2,NO
Salmonella spp,2024,1,0,0.0,2,NO
Salmonella spp,2024,2,0,0.0,2,NO
Salmonella spp,2024,3,0,0.0,2,NO
Salmonella spp,2024,4,0,0.0,2,NO
