Organism,Year,Antibiotic,Antibiotic_Class,Resistant,Susceptible,Intermediate,Total_Tested,Resistance_Rate_%,Sufficient_Data
Enterococcus faecium,2011,Tigecycline,Tetracyclines,0,117,0,117,0.0,YES
Enterococcus faecium,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2011,Linezolid,Oxazolidinones,0,116,1,117,0.0,YES
Enterococcus faecium,2012,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2012,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2012,Levofloxacin,Fluoroquinolones,97,11,4,112,86.61,YES
Enterococcus faecium,2012,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2012,Vancomycin,Glycopeptides,36,75,1,112,32.14,YES
Enterococcus faecium,2012,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2012,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2012,Tigecycline,Tetracyclines,0,111,1,112,0.0,YES
Enterococcus faecium,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2012,Linezolid,Oxazolidinones,0,112,0,112,0.0,YES
Enterococcus faecium,2013,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2013,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2013,Levofloxacin,Fluoroquinolones,111,18,3,132,84.09,YES
Enterococcus faecium,2013,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2013,Vancomycin,Glycopeptides,30,100,2,132,22.73,YES
Enterococcus faecium,2013,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2013,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2013,Tigecycline,Tetracyclines,0,132,0,132,0.0,YES
Enterococcus faecium,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2013,Linezolid,Oxazolidinones,1,130,1,132,0.76,YES
Enterococcus faecium,2014,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2014,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2014,Levofloxacin,Fluoroquinolones,196,32,5,233,84.12,YES
Enterococcus faecium,2014,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2014,Vancomycin,Glycopeptides,48,182,3,233,20.6,YES
Enterococcus faecium,2014,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2014,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2014,Tigecycline,Tetracyclines,0,232,1,233,0.0,YES
Enterococcus faecium,2014,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2014,Linezolid,Oxazolidinones,0,230,3,233,0.0,YES
Enterococcus faecium,2015,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2015,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2015,Levofloxacin,Fluoroquinolones,113,12,4,129,87.6,YES
Enterococcus faecium,2015,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2015,Vancomycin,Glycopeptides,25,103,1,129,19.38,YES
Enterococcus faecium,2015,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2015,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2015,Tigecycline,Tetracyclines,0,129,0,129,0.0,YES
Enterococcus faecium,2015,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2015,Linezolid,Oxazolidinones,0,129,0,129,0.0,YES
Enterococcus faecium,2016,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2016,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2016,Levofloxacin,Fluoroquinolones,110,24,7,141,78.01,YES
Enterococcus faecium,2016,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2016,Vancomycin,Glycopeptides,31,109,1,141,21.99,YES
Enterococcus faecium,2016,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2016,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2016,Tigecycline,Tetracyclines,0,141,0,141,0.0,YES
Enterococcus faecium,2016,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2016,Linezolid,Oxazolidinones,0,140,1,141,0.0,YES
Enterococcus faecium,2017,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2017,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2017,Levofloxacin,Fluoroquinolones,87,11,2,100,87.0,YES
Enterococcus faecium,2017,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2017,Vancomycin,Glycopeptides,24,75,1,100,24.0,YES
Enterococcus faecium,2017,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2017,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2017,Tigecycline,Tetracyclines,0,99,1,100,0.0,YES
Enterococcus faecium,2017,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2017,Linezolid,Oxazolidinones,1,99,0,100,1.0,YES
Enterococcus faecium,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2018,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2018,Levofloxacin,Fluoroquinolones,154,20,6,180,85.56,YES
Enterococcus faecium,2018,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2018,Vancomycin,Glycopeptides,46,132,2,180,25.56,YES
Enterococcus faecium,2018,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2018,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2018,Tigecycline,Tetracyclines,0,179,1,180,0.0,YES
Enterococcus faecium,2018,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2018,Linezolid,Oxazolidinones,0,178,2,180,0.0,YES
Enterococcus faecium,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2019,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2019,Levofloxacin,Fluoroquinolones,193,27,5,225,85.78,YES
Enterococcus faecium,2019,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2019,Vancomycin,Glycopeptides,60,164,1,225,26.67,YES
Enterococcus faecium,2019,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2019,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2019,Tigecycline,Tetracyclines,0,222,3,225,0.0,YES
Enterococcus faecium,2019,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2019,Linezolid,Oxazolidinones,1,222,2,225,0.44,YES
Enterococcus faecium,2020,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2020,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2020,Levofloxacin,Fluoroquinolones,179,28,4,211,84.83,YES
Enterococcus faecium,2020,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2020,Vancomycin,Glycopeptides,62,147,2,211,29.38,YES
Enterococcus faecium,2020,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2020,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2020,Tigecycline,Tetracyclines,0,208,3,211,0.0,YES
Enterococcus faecium,2020,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2020,Linezolid,Oxazolidinones,0,204,7,211,0.0,YES
Enterococcus faecium,2021,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2021,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2021,Levofloxacin,Fluoroquinolones,225,34,9,268,83.96,YES
Enterococcus faecium,2021,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2021,Vancomycin,Glycopeptides,66,201,2,269,24.54,YES
Enterococcus faecium,2021,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2021,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2021,Tigecycline,Tetracyclines,0,268,1,269,0.0,YES
Enterococcus faecium,2021,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2021,Linezolid,Oxazolidinones,2,265,2,269,0.74,YES
Enterococcus faecium,2022,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2022,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2022,Levofloxacin,Fluoroquinolones,235,39,11,285,82.46,YES
Enterococcus faecium,2022,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2022,Vancomycin,Glycopeptides,63,222,0,285,22.11,YES
Enterococcus faecium,2022,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2022,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2022,Tigecycline,Tetracyclines,0,275,10,285,0.0,YES
Enterococcus faecium,2022,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2022,Linezolid,Oxazolidinones,3,281,1,285,1.05,YES
Enterococcus faecium,2023,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2023,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2023,Levofloxacin,Fluoroquinolones,185,28,2,215,86.05,YES
Enterococcus faecium,2023,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2023,Vancomycin,Glycopeptides,48,167,0,215,22.33,YES
Enterococcus faecium,2023,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2023,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2023,Tigecycline,Tetracyclines,0,213,2,215,0.0,YES
Enterococcus faecium,2023,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2023,Linezolid,Oxazolidinones,1,213,1,215,0.47,YES
Enterococcus faecium,2024,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Enterococcus faecium,2024,Meropenem,Carbapenems,0,0,0,0,,NO
Enterococcus faecium,2024,Levofloxacin,Fluoroquinolones,209,30,7,246,84.96,YES
Enterococcus faecium,2024,Amikacin,Aminoglycosides,0,0,0,0,,NO
Enterococcus faecium,2024,Vancomycin,Glycopeptides,55,191,0,246,22.36,YES
Enterococcus faecium,2024,Colistin,Polymyxins,0,0,0,0,,NO
Enterococcus faecium,2024,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Enterococcus faecium,2024,Tigecycline,Tetracyclines,0,232,14,246,0.0,YES
Enterococcus faecium,2024,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Enterococcus faecium,2024,Linezolid,Oxazolidinones,0,238,8,246,0.0,YES
Staphylococcus epidermidis,2004,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Vancomycin,Glycopeptides,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Tigecycline,Tetracyclines,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2004,Linezolid,Oxazolidinones,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Vancomycin,Glycopeptides,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Tigecycline,Tetracyclines,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2005,Linezolid,Oxazolidinones,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Vancomycin,Glycopeptides,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Tigecycline,Tetracyclines,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2006,Linezolid,Oxazolidinones,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Vancomycin,Glycopeptides,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Tigecycline,Tetracyclines,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2007,Linezolid,Oxazolidinones,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Vancomycin,Glycopeptides,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Tigecycline,Tetracyclines,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2008,Linezolid,Oxazolidinones,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Levofloxacin,Fluoroquinolones,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Vancomycin,Glycopeptides,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Tigecycline,Tetracyclines,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2009,Linezolid,Oxazolidinones,0,0,0,0,,NO
Staphylococcus epidermidis,2010,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2010,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2010,Levofloxacin,Fluoroquinolones,1,0,0,1,,NO
Staphylococcus epidermidis,2010,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2010,Vancomycin,Glycopeptides,0,1,0,1,,NO
Staphylococcus epidermidis,2010,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2010,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2010,Tigecycline,Tetracyclines,0,1,0,1,,NO
Staphylococcus epidermidis,2010,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2010,Linezolid,Oxazolidinones,0,1,0,1,,NO
Staphylococcus epidermidis,2011,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2011,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2011,Levofloxacin,Fluoroquinolones,1,1,0,2,,NO
Staphylococcus epidermidis,2011,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2011,Vancomycin,Glycopeptides,0,2,0,2,,NO
Staphylococcus epidermidis,2011,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2011,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2011,Tigecycline,Tetracyclines,0,2,0,2,,NO
Staphylococcus epidermidis,2011,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2011,Linezolid,Oxazolidinones,0,2,0,2,,NO
Staphylococcus epidermidis,2012,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2012,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2012,Levofloxacin,Fluoroquinolones,50,25,3,78,64.1,YES
Staphylococcus epidermidis,2012,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2012,Vancomycin,Glycopeptides,0,78,0,78,0.0,YES
Staphylococcus epidermidis,2012,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2012,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2012,Tigecycline,Tetracyclines,0,78,0,78,0.0,YES
Staphylococcus epidermidis,2012,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2012,Linezolid,Oxazolidinones,0,78,0,78,0.0,YES
Staphylococcus epidermidis,2013,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2013,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2013,Levofloxacin,Fluoroquinolones,65,40,7,112,58.04,YES
Staphylococcus epidermidis,2013,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2013,Vancomycin,Glycopeptides,0,112,0,112,0.0,YES
Staphylococcus epidermidis,2013,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2013,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2013,Tigecycline,Tetracyclines,0,112,0,112,0.0,YES
Staphylococcus epidermidis,2013,Trimethoprim sulfa,Trimethoprim,0,0,0,0,,NO
Staphylococcus epidermidis,2013,Linezolid,Oxazolidinones,0,112,0,112,0.0,YES
Staphylococcus epidermidis,2014,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2014,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2014,Levofloxacin,Fluoroquinolones,196,117,11,324,60.49,YES
Staphylococcus epidermidis,2014,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2014,Vancomycin,Glycopeptides,0,322,2,324,0.0,YES
Staphylococcus epidermidis,2014,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2014,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2014,Tigecycline,Tetracyclines,0,323,1,324,0.0,YES
Staphylococcus epidermidis,2014,Trimethoprim sulfa,Trimethoprim,97,128,0,225,43.11,YES
Staphylococcus epidermidis,2014,Linezolid,Oxazolidinones,2,322,0,324,0.62,YES
Staphylococcus epidermidis,2015,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2015,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2015,Levofloxacin,Fluoroquinolones,245,138,15,398,61.56,YES
Staphylococcus epidermidis,2015,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2015,Vancomycin,Glycopeptides,0,398,0,398,0.0,YES
Staphylococcus epidermidis,2015,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2015,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2015,Tigecycline,Tetracyclines,0,395,3,398,0.0,YES
Staphylococcus epidermidis,2015,Trimethoprim sulfa,Trimethoprim,97,121,0,218,44.5,YES
Staphylococcus epidermidis,2015,Linezolid,Oxazolidinones,7,391,0,398,1.76,YES
Staphylococcus epidermidis,2016,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2016,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2016,Levofloxacin,Fluoroquinolones,173,119,14,306,56.54,YES
Staphylococcus epidermidis,2016,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2016,Vancomycin,Glycopeptides,0,306,0,306,0.0,YES
Staphylococcus epidermidis,2016,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2016,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2016,Tigecycline,Tetracyclines,0,306,0,306,0.0,YES
Staphylococcus epidermidis,2016,Trimethoprim sulfa,Trimethoprim,94,131,0,225,41.78,YES
Staphylococcus epidermidis,2016,Linezolid,Oxazolidinones,1,305,0,306,0.33,YES
Staphylococcus epidermidis,2017,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2017,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2017,Levofloxacin,Fluoroquinolones,199,97,13,309,64.4,YES
Staphylococcus epidermidis,2017,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2017,Vancomycin,Glycopeptides,0,309,0,309,0.0,YES
Staphylococcus epidermidis,2017,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2017,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2017,Tigecycline,Tetracyclines,0,308,1,309,0.0,YES
Staphylococcus epidermidis,2017,Trimethoprim sulfa,Trimethoprim,133,114,0,247,53.85,YES
Staphylococcus epidermidis,2017,Linezolid,Oxazolidinones,6,303,0,309,1.94,YES
Staphylococcus epidermidis,2018,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2018,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2018,Levofloxacin,Fluoroquinolones,215,166,4,385,55.84,YES
Staphylococcus epidermidis,2018,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2018,Vancomycin,Glycopeptides,0,385,0,385,0.0,YES
Staphylococcus epidermidis,2018,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2018,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2018,Tigecycline,Tetracyclines,0,383,2,385,0.0,YES
Staphylococcus epidermidis,2018,Trimethoprim sulfa,Trimethoprim,165,220,0,385,42.86,YES
Staphylococcus epidermidis,2018,Linezolid,Oxazolidinones,4,381,0,385,1.04,YES
Staphylococcus epidermidis,2019,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2019,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2019,Levofloxacin,Fluoroquinolones,186,168,7,361,51.52,YES
Staphylococcus epidermidis,2019,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2019,Vancomycin,Glycopeptides,0,361,0,361,0.0,YES
Staphylococcus epidermidis,2019,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2019,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2019,Tigecycline,Tetracyclines,0,358,3,361,0.0,YES
Staphylococcus epidermidis,2019,Trimethoprim sulfa,Trimethoprim,136,225,0,361,37.67,YES
Staphylococcus epidermidis,2019,Linezolid,Oxazolidinones,12,349,0,361,3.32,YES
Staphylococcus epidermidis,2020,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2020,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2020,Levofloxacin,Fluoroquinolones,237,192,15,444,53.38,YES
Staphylococcus epidermidis,2020,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2020,Vancomycin,Glycopeptides,1,443,0,444,0.23,YES
Staphylococcus epidermidis,2020,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2020,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2020,Tigecycline,Tetracyclines,0,441,3,444,0.0,YES
Staphylococcus epidermidis,2020,Trimethoprim sulfa,Trimethoprim,184,260,0,444,41.44,YES
Staphylococcus epidermidis,2020,Linezolid,Oxazolidinones,6,438,0,444,1.35,YES
Staphylococcus epidermidis,2021,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2021,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2021,Levofloxacin,Fluoroquinolones,272,166,7,445,61.12,YES
Staphylococcus epidermidis,2021,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2021,Vancomycin,Glycopeptides,0,445,0,445,0.0,YES
Staphylococcus epidermidis,2021,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2021,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
Staphylococcus epidermidis,2021,Tigecycline,Tetracyclines,0,439,6,445,0.0,YES
Staphylococcus epidermidis,2021,Trimethoprim sulfa,Trimethoprim,178,267,0,445,40.0,YES
Staphylococcus epidermidis,2021,Linezolid,Oxazolidinones,10,435,0,445,2.25,YES
Staphylococcus epidermidis,2022,Ceftriaxone,Cephalosporins,0,0,0,0,,NO
Staphylococcus epidermidis,2022,Meropenem,Carbapenems,0,0,0,0,,NO
Staphylococcus epidermidis,2022,Levofloxacin,Fluoroquinolones,164,136,7,307,53.42,YES
Staphylococcus epidermidis,2022,Amikacin,Aminoglycosides,0,0,0,0,,NO
Staphylococcus epidermidis,2022,Vancomycin,Glycopeptides,0,307,0,307,0.0,YES
Staphylococcus epidermidis,2022,Colistin,Polymyxins,0,0,0,0,,NO
Staphylococcus epidermidis,2022,Piperacillin tazobactam,Penicillins,0,0,0,0,,NO
