Organism,Country,Year,Total_N,MDR_Count,MDR_Rate_%,Sufficient
Klebsiella pneumoniae,Poland,2018,13,12,92.31,True
Klebsiella pneumoniae,Poland,2019,20,14,70.0,True
Klebsiella pneumoniae,Poland,2020,20,16,80.0,True
Klebsiella pneumoniae,Poland,2021,14,12,85.71,True
Klebsiella pneumoniae,Poland,2022,10,7,70.0,True
Klebsiella pneumoniae,Poland,2023,16,13,81.25,True
Klebsiella pneumoniae,Poland,2024,6,4,,False
Klebsiella pneumoniae,Portugal,2004,3,1,,False
Klebsiella pneumoniae,Portugal,2006,1,1,,False
Klebsiella pneumoniae,Portugal,2008,3,1,,False
Klebsiella pneumoniae,Portugal,2009,11,7,63.64,True
Klebsiella pneumoniae,Portugal,2010,10,4,40.0,True
Klebsiella pneumoniae,Portugal,2011,9,5,,False
Klebsiella pneumoniae,Portugal,2012,18,9,50.0,True
Klebsiella pneumoniae,Portugal,2013,21,9,42.86,True
Klebsiella pneumoniae,Portugal,2014,16,6,37.5,True
Klebsiella pneumoniae,Portugal,2015,23,7,30.43,True
Klebsiella pneumoniae,Portugal,2016,19,7,36.84,True
Klebsiella pneumoniae,Portugal,2017,9,4,,False
Klebsiella pneumoniae,Portugal,2018,12,8,66.67,True
Klebsiella pneumoniae,Portugal,2019,24,15,62.5,True
Klebsiella pneumoniae,Portugal,2020,33,22,66.67,True
Klebsiella pneumoniae,Portugal,2021,24,14,58.33,True
Klebsiella pneumoniae,Portugal,2022,48,24,50.0,True
Klebsiella pneumoniae,Portugal,2023,31,20,64.52,True
Klebsiella pneumoniae,Portugal,2024,44,32,72.73,True
Klebsiella pneumoniae,Puerto Rico,2006,1,1,,False
Klebsiella pneumoniae,Qatar,2019,9,6,,False
Klebsiella pneumoniae,Qatar,2020,4,2,,False
Klebsiella pneumoniae,Qatar,2021,1,1,,False
Klebsiella pneumoniae,Qatar,2022,5,1,,False
Klebsiella pneumoniae,Qatar,2023,6,4,,False
Klebsiella pneumoniae,Qatar,2024,1,1,,False
Klebsiella pneumoniae,Romania,2008,10,10,100.0,True
Klebsiella pneumoniae,Romania,2009,13,10,76.92,True
Klebsiella pneumoniae,Romania,2010,15,11,73.33,True
Klebsiella pneumoniae,Romania,2014,7,7,,False
Klebsiella pneumoniae,Romania,2015,2,2,,False
Klebsiella pneumoniae,Romania,2018,20,13,65.0,True
Klebsiella pneumoniae,Romania,2019,18,14,77.78,True
Klebsiella pneumoniae,Romania,2020,22,11,50.0,True
Klebsiella pneumoniae,Romania,2021,12,8,66.67,True
Klebsiella pneumoniae,Romania,2022,14,9,64.29,True
Klebsiella pneumoniae,Romania,2023,23,19,82.61,True
Klebsiella pneumoniae,Romania,2024,31,17,54.84,True
Klebsiella pneumoniae,Russia,2014,9,8,,False
Klebsiella pneumoniae,Russia,2015,5,4,,False
Klebsiella pneumoniae,Russia,2016,2,2,,False
Klebsiella pneumoniae,Russia,2018,24,23,95.83,True
Klebsiella pneumoniae,Russia,2019,41,37,90.24,True
Klebsiella pneumoniae,Saudi Arabia,2009,14,7,50.0,True
Klebsiella pneumoniae,Saudi Arabia,2011,16,9,56.25,True
Klebsiella pneumoniae,Saudi Arabia,2012,6,3,,False
Klebsiella pneumoniae,Saudi Arabia,2013,2,1,,False
Klebsiella pneumoniae,Saudi Arabia,2015,3,1,,False
Klebsiella pneumoniae,Saudi Arabia,2016,4,2,,False
Klebsiella pneumoniae,Saudi Arabia,2018,6,1,,False
Klebsiella pneumoniae,Saudi Arabia,2019,5,3,,False
Klebsiella pneumoniae,Saudi Arabia,2020,1,1,,False
Klebsiella pneumoniae,Saudi Arabia,2021,1,1,,False
Klebsiella pneumoniae,Serbia,2017,6,5,,False
Klebsiella pneumoniae,Singapore,2004,21,2,9.52,True
Klebsiella pneumoniae,Singapore,2005,2,1,,False
Klebsiella pneumoniae,Singapore,2006,14,4,28.57,True
Klebsiella pneumoniae,Singapore,2007,7,1,,False
Klebsiella pneumoniae,Singapore,2008,2,0,,False
Klebsiella pneumoniae,Singapore,2009,5,0,,False
Klebsiella pneumoniae,Singapore,2010,2,2,,False
Klebsiella pneumoniae,Singapore,2015,17,5,29.41,True
Klebsiella pneumoniae,Singapore,2018,18,10,55.56,True
Klebsiella pneumoniae,Slovak Republic,2007,8,3,,False
Klebsiella pneumoniae,Slovak Republic,2008,3,3,,False
Klebsiella pneumoniae,Slovak Republic,2009,2,2,,False
Klebsiella pneumoniae,Slovak Republic,2010,2,2,,False
Klebsiella pneumoniae,Slovenia,2006,1,0,,False
Klebsiella pneumoniae,Slovenia,2007,10,2,20.0,True
Klebsiella pneumoniae,Slovenia,2008,5,2,,False
Klebsiella pneumoniae,Slovenia,2009,3,0,,False
Klebsiella pneumoniae,Slovenia,2010,5,2,,False
Klebsiella pneumoniae,Slovenia,2020,3,1,,False
Klebsiella pneumoniae,Slovenia,2021,3,2,,False
Klebsiella pneumoniae,Slovenia,2022,1,0,,False
Klebsiella pneumoniae,Slovenia,2023,2,2,,False
Klebsiella pneumoniae,Slovenia,2024,5,3,,False
Klebsiella pneumoniae,South Africa,2005,3,1,,False
Klebsiella pneumoniae,South Africa,2006,3,1,,False
Klebsiella pneumoniae,South Africa,2007,9,3,,False
Klebsiella pneumoniae,South Africa,2011,6,4,,False
Klebsiella pneumoniae,South Africa,2015,1,1,,False
Klebsiella pneumoniae,South Africa,2016,7,4,,False
Klebsiella pneumoniae,South Africa,2017,29,21,72.41,True
Klebsiella pneumoniae,South Africa,2018,10,5,50.0,True
Klebsiella pneumoniae,South Africa,2019,34,24,70.59,True
Klebsiella pneumoniae,South Africa,2020,33,20,60.61,True
Klebsiella pneumoniae,South Africa,2021,18,14,77.78,True
Klebsiella pneumoniae,South Africa,2022,16,15,93.75,True
Klebsiella pneumoniae,South Africa,2023,9,8,,False
Klebsiella pneumoniae,South Africa,2024,24,19,79.17,True
Klebsiella pneumoniae,Spain,2004,24,7,29.17,True
Klebsiella pneumoniae,Spain,2005,19,1,5.26,True
Klebsiella pneumoniae,Spain,2007,26,10,38.46,True
Klebsiella pneumoniae,Spain,2008,80,21,26.25,True
Klebsiella pneumoniae,Spain,2009,80,11,13.75,True
Klebsiella pneumoniae,Spain,2010,36,14,38.89,True
Klebsiella pneumoniae,Spain,2011,96,19,19.79,True
Klebsiella pneumoniae,Spain,2012,64,21,32.81,True
Klebsiella pneumoniae,Spain,2013,79,21,26.58,True
Klebsiella pneumoniae,Spain,2014,71,23,32.39,True
Klebsiella pneumoniae,Spain,2015,94,37,39.36,True
Klebsiella pneumoniae,Spain,2016,62,23,37.1,True
Klebsiella pneumoniae,Spain,2017,72,22,30.56,True
Klebsiella pneumoniae,Spain,2018,30,13,43.33,True
Klebsiella pneumoniae,Spain,2019,73,32,43.84,True
Klebsiella pneumoniae,Spain,2020,78,42,53.85,True
Klebsiella pneumoniae,Spain,2021,76,39,51.32,True
Klebsiella pneumoniae,Spain,2022,58,22,37.93,True
Klebsiella pneumoniae,Spain,2023,71,28,39.44,True
Klebsiella pneumoniae,Spain,2024,61,29,47.54,True
Klebsiella pneumoniae,Sweden,2005,4,0,,False
Klebsiella pneumoniae,Sweden,2006,13,0,0.0,True
Klebsiella pneumoniae,Sweden,2007,8,0,,False
Klebsiella pneumoniae,Sweden,2008,3,0,,False
Klebsiella pneumoniae,Sweden,2009,9,2,,False
Klebsiella pneumoniae,Sweden,2010,9,1,,False
Klebsiella pneumoniae,Sweden,2011,10,2,20.0,True
Klebsiella pneumoniae,Sweden,2012,6,2,,False
Klebsiella pneumoniae,Sweden,2013,2,0,,False
Klebsiella pneumoniae,Sweden,2014,16,4,25.0,True
Klebsiella pneumoniae,Sweden,2017,3,0,,False
Klebsiella pneumoniae,Sweden,2019,12,5,41.67,True
Klebsiella pneumoniae,Sweden,2020,2,1,,False
Klebsiella pneumoniae,Sweden,2021,12,2,16.67,True
Klebsiella pneumoniae,Sweden,2022,3,3,,False
Klebsiella pneumoniae,Sweden,2023,5,2,,False
Klebsiella pneumoniae,Sweden,2024,9,2,,False
Klebsiella pneumoniae,Switzerland,2004,11,0,0.0,True
Klebsiella pneumoniae,Switzerland,2006,1,0,,False
Klebsiella pneumoniae,Switzerland,2008,5,0,,False
Klebsiella pneumoniae,Switzerland,2009,1,0,,False
Klebsiella pneumoniae,Switzerland,2010,1,0,,False
Klebsiella pneumoniae,Switzerland,2011,4,0,,False
Klebsiella pneumoniae,Switzerland,2012,6,0,,False
Klebsiella pneumoniae,Switzerland,2013,16,3,18.75,True
Klebsiella pneumoniae,Switzerland,2014,11,1,9.09,True
Klebsiella pneumoniae,Switzerland,2015,3,1,,False
Klebsiella pneumoniae,Switzerland,2016,9,3,,False
Klebsiella pneumoniae,Switzerland,2017,5,0,,False
Klebsiella pneumoniae,Switzerland,2018,9,4,,False
Klebsiella pneumoniae,Switzerland,2019,8,0,,False
Klebsiella pneumoniae,Switzerland,2020,5,0,,False
Klebsiella pneumoniae,Switzerland,2021,5,1,,False
Klebsiella pneumoniae,Switzerland,2022,5,0,,False
Klebsiella pneumoniae,Switzerland,2023,5,2,,False
Klebsiella pneumoniae,Switzerland,2024,17,3,17.65,True
Klebsiella pneumoniae,Taiwan,2006,47,10,21.28,True
Klebsiella pneumoniae,Taiwan,2007,25,10,40.0,True
Klebsiella pneumoniae,Taiwan,2009,7,3,,False
Klebsiella pneumoniae,Taiwan,2014,4,2,,False
Klebsiella pneumoniae,Taiwan,2015,7,0,,False
Klebsiella pneumoniae,Taiwan,2016,10,1,10.0,True
Klebsiella pneumoniae,Taiwan,2017,4,3,,False
Klebsiella pneumoniae,Taiwan,2018,8,4,,False
Klebsiella pneumoniae,Taiwan,2019,12,7,58.33,True
Klebsiella pneumoniae,Taiwan,2020,18,9,50.0,True
Klebsiella pneumoniae,Taiwan,2021,36,19,52.78,True
Klebsiella pneumoniae,Taiwan,2022,36,20,55.56,True
Klebsiella pneumoniae,Taiwan,2023,30,22,73.33,True
Klebsiella pneumoniae,Taiwan,2024,16,6,37.5,True
Klebsiella pneumoniae,Thailand,2008,1,0,,False
Klebsiella pneumoniae,Thailand,2009,1,0,,False
Klebsiella pneumoniae,Thailand,2015,3,1,,False
Klebsiella pneumoniae,Thailand,2016,3,0,,False
Klebsiella pneumoniae,Thailand,2017,7,4,,False
Klebsiella pneumoniae,Thailand,2018,8,5,,False
Klebsiella pneumoniae,Thailand,2019,18,13,72.22,True
Klebsiella pneumoniae,Thailand,2020,30,15,50.0,True
Klebsiella pneumoniae,Thailand,2021,25,22,88.0,True
Klebsiella pneumoniae,Thailand,2022,8,6,,False
Klebsiella pneumoniae,Thailand,2023,11,8,72.73,True
Klebsiella pneumoniae,Thailand,2024,13,6,46.15,True
Klebsiella pneumoniae,Tunisia,2012,4,1,,False
Klebsiella pneumoniae,Tunisia,2013,3,3,,False
Klebsiella pneumoniae,Turkey,2004,3,3,,False
Klebsiella pneumoniae,Turkey,2005,4,2,,False
Klebsiella pneumoniae,Turkey,2006,12,2,16.67,True
Klebsiella pneumoniae,Turkey,2008,21,5,23.81,True
Klebsiella pneumoniae,Turkey,2009,9,2,,False
Klebsiella pneumoniae,Turkey,2014,6,3,,False
Klebsiella pneumoniae,Turkey,2015,2,1,,False
Klebsiella pneumoniae,Turkey,2016,6,4,,False
Klebsiella pneumoniae,Turkey,2017,2,2,,False
Klebsiella pneumoniae,Turkey,2018,4,4,,False
Klebsiella pneumoniae,Turkey,2019,12,12,100.0,True
Klebsiella pneumoniae,Turkey,2020,21,19,90.48,True
Klebsiella pneumoniae,Turkey,2021,15,12,80.0,True
Klebsiella pneumoniae,Turkey,2022,23,19,82.61,True
Klebsiella pneumoniae,Turkey,2023,19,17,89.47,True
Klebsiella pneumoniae,Turkey,2024,14,9,64.29,True
Klebsiella pneumoniae,Uganda,2021,5,5,,False
Klebsiella pneumoniae,Uganda,2022,3,3,,False
Klebsiella pneumoniae,Uganda,2023,2,1,,False
Klebsiella pneumoniae,Ukraine,2018,7,7,,False
Klebsiella pneumoniae,Ukraine,2019,14,14,100.0,True
Klebsiella pneumoniae,Ukraine,2020,12,12,100.0,True
Klebsiella pneumoniae,Ukraine,2021,5,5,,False
Klebsiella pneumoniae,Ukraine,2022,5,5,,False
Klebsiella pneumoniae,Ukraine,2023,4,4,,False
Klebsiella pneumoniae,Ukraine,2024,17,17,100.0,True
Klebsiella pneumoniae,United Kingdom,2004,22,2,9.09,True
Klebsiella pneumoniae,United Kingdom,2007,3,2,,False
Klebsiella pneumoniae,United Kingdom,2008,4,2,,False
Klebsiella pneumoniae,United Kingdom,2009,18,3,16.67,True
Klebsiella pneumoniae,United Kingdom,2010,13,2,15.38,True
Klebsiella pneumoniae,United Kingdom,2011,6,0,,False
Klebsiella pneumoniae,United Kingdom,2012,3,1,,False
Klebsiella pneumoniae,United Kingdom,2013,7,0,,False
Klebsiella pneumoniae,United Kingdom,2014,24,2,8.33,True
Klebsiella pneumoniae,United Kingdom,2015,9,2,,False
Klebsiella pneumoniae,United Kingdom,2016,17,2,11.76,True
Klebsiella pneumoniae,United Kingdom,2017,37,6,16.22,True
Klebsiella pneumoniae,United Kingdom,2018,30,15,50.0,True
Klebsiella pneumoniae,United Kingdom,2019,28,10,35.71,True
Klebsiella pneumoniae,United Kingdom,2020,40,17,42.5,True
Klebsiella pneumoniae,United Kingdom,2021,47,22,46.81,True
Klebsiella pneumoniae,United Kingdom,2022,30,14,46.67,True
Klebsiella pneumoniae,United Kingdom,2023,36,21,58.33,True
Klebsiella pneumoniae,United Kingdom,2024,52,24,46.15,True
Klebsiella pneumoniae,United States,2004,177,25,14.12,True
Klebsiella pneumoniae,United States,2005,248,42,16.94,True
Klebsiella pneumoniae,United States,2006,166,41,24.7,True
Klebsiella pneumoniae,United States,2007,263,40,15.21,True
Klebsiella pneumoniae,United States,2008,118,16,13.56,True
Klebsiella pneumoniae,United States,2009,145,45,31.03,True
Klebsiella pneumoniae,United States,2010,101,22,21.78,True
Klebsiella pneumoniae,United States,2011,108,12,11.11,True
Klebsiella pneumoniae,United States,2012,109,13,11.93,True
Klebsiella pneumoniae,United States,2013,95,11,11.58,True
Klebsiella pneumoniae,United States,2014,87,10,11.49,True
Klebsiella pneumoniae,United States,2015,85,8,9.41,True
Klebsiella pneumoniae,United States,2016,75,11,14.67,True
Klebsiella pneumoniae,United States,2017,22,0,0.0,True
Klebsiella pneumoniae,United States,2018,73,31,42.47,True
Klebsiella pneumoniae,United States,2019,83,21,25.3,True
Klebsiella pneumoniae,United States,2020,82,31,37.8,True
Klebsiella pneumoniae,United States,2021,103,38,36.89,True
Klebsiella pneumoniae,United States,2022,76,19,25.0,True
Klebsiella pneumoniae,United States,2023,79,26,32.91,True
Klebsiella pneumoniae,United States,2024,84,31,36.9,True
Klebsiella pneumoniae,Venezuela,2006,3,1,,False
Klebsiella pneumoniae,Venezuela,2007,6,0,,False
Klebsiella pneumoniae,Venezuela,2008,1,0,,False
Klebsiella pneumoniae,Venezuela,2009,5,2,,False
Klebsiella pneumoniae,Venezuela,2010,2,2,,False
Klebsiella pneumoniae,Venezuela,2011,2,1,,False
Klebsiella pneumoniae,Venezuela,2014,4,1,,False
Klebsiella pneumoniae,Venezuela,2015,7,5,,False
Klebsiella pneumoniae,Venezuela,2016,13,5,38.46,True
Klebsiella pneumoniae,Venezuela,2017,15,4,26.67,True
Klebsiella pneumoniae,Venezuela,2018,4,3,,False
Klebsiella pneumoniae,Venezuela,2019,5,4,,False
Klebsiella pneumoniae,Venezuela,2020,14,11,78.57,True
Klebsiella pneumoniae,Venezuela,2021,12,9,75.0,True
Klebsiella pneumoniae,Venezuela,2022,5,1,,False
Klebsiella pneumoniae,Venezuela,2023,4,1,,False
Klebsiella pneumoniae,Venezuela,2024,5,1,,False
Klebsiella pneumoniae,Vietnam,2015,1,1,,False
Pseudomonas aeruginosa,Argentina,2004,8,1,,False
Pseudomonas aeruginosa,Argentina,2005,12,4,33.33,True
Pseudomonas aeruginosa,Argentina,2006,6,2,,False
Pseudomonas aeruginosa,Argentina,2007,12,4,33.33,True
Pseudomonas aeruginosa,Argentina,2008,11,1,9.09,True
Pseudomonas aeruginosa,Argentina,2009,10,4,40.0,True
Pseudomonas aeruginosa,Argentina,2010,8,2,,False
Pseudomonas aeruginosa,Argentina,2011,5,3,,False
Pseudomonas aeruginosa,Argentina,2014,2,1,,False
Pseudomonas aeruginosa,Argentina,2015,7,3,,False
Pseudomonas aeruginosa,Argentina,2016,6,0,,False
Pseudomonas aeruginosa,Argentina,2017,11,1,9.09,True
Pseudomonas aeruginosa,Argentina,2018,8,2,,False
Pseudomonas aeruginosa,Argentina,2019,6,1,,False
Pseudomonas aeruginosa,Argentina,2020,10,6,60.0,True
Pseudomonas aeruginosa,Argentina,2021,14,5,35.71,True
Pseudomonas aeruginosa,Argentina,2022,9,5,,False
Pseudomonas aeruginosa,Argentina,2023,8,7,,False
Pseudomonas aeruginosa,Argentina,2024,3,1,,False
Pseudomonas aeruginosa,Australia,2004,1,0,,False
Pseudomonas aeruginosa,Australia,2005,1,0,,False
Pseudomonas aeruginosa,Australia,2006,22,2,9.09,True
Pseudomonas aeruginosa,Australia,2007,11,0,0.0,True
Pseudomonas aeruginosa,Australia,2008,8,1,,False
Pseudomonas aeruginosa,Australia,2009,5,0,,False
Pseudomonas aeruginosa,Australia,2010,5,0,,False
Pseudomonas aeruginosa,Australia,2014,1,0,,False
Pseudomonas aeruginosa,Australia,2015,3,0,,False
Pseudomonas aeruginosa,Australia,2016,2,0,,False
Pseudomonas aeruginosa,Australia,2017,3,0,,False
Pseudomonas aeruginosa,Australia,2018,3,1,,False
Pseudomonas aeruginosa,Australia,2019,21,2,9.52,True
Pseudomonas aeruginosa,Australia,2020,17,5,29.41,True
Pseudomonas aeruginosa,Australia,2021,13,4,30.77,True
Pseudomonas aeruginosa,Australia,2022,20,4,20.0,True
Pseudomonas aeruginosa,Australia,2023,4,1,,False
Pseudomonas aeruginosa,Australia,2024,4,0,,False
Pseudomonas aeruginosa,Austria,2006,1,1,,False
Pseudomonas aeruginosa,Austria,2009,3,0,,False
Pseudomonas aeruginosa,Austria,2014,1,0,,False
Pseudomonas aeruginosa,Austria,2015,1,0,,False
Pseudomonas aeruginosa,Austria,2016,4,0,,False
Pseudomonas aeruginosa,Austria,2024,2,0,,False
Pseudomonas aeruginosa,Belgium,2004,4,1,,False
Pseudomonas aeruginosa,Belgium,2007,3,1,,False
Pseudomonas aeruginosa,Belgium,2008,9,1,,False
Pseudomonas aeruginosa,Belgium,2009,3,1,,False
Pseudomonas aeruginosa,Belgium,2010,3,1,,False
Pseudomonas aeruginosa,Belgium,2011,2,0,,False
Pseudomonas aeruginosa,Belgium,2012,5,2,,False
Pseudomonas aeruginosa,Belgium,2013,11,0,0.0,True
Pseudomonas aeruginosa,Belgium,2014,6,0,,False
Pseudomonas aeruginosa,Belgium,2015,10,1,10.0,True
Pseudomonas aeruginosa,Belgium,2016,4,1,,False
Pseudomonas aeruginosa,Belgium,2017,16,5,31.25,True
Pseudomonas aeruginosa,Belgium,2018,14,0,0.0,True
Pseudomonas aeruginosa,Belgium,2019,17,6,35.29,True
Pseudomonas aeruginosa,Belgium,2020,26,4,15.38,True
Pseudomonas aeruginosa,Belgium,2021,17,8,47.06,True
Pseudomonas aeruginosa,Belgium,2022,12,1,8.33,True
Pseudomonas aeruginosa,Belgium,2023,9,1,,False
Pseudomonas aeruginosa,Belgium,2024,22,4,18.18,True
Pseudomonas aeruginosa,Brazil,2004,2,2,,False
Pseudomonas aeruginosa,Brazil,2005,5,1,,False
Pseudomonas aeruginosa,Brazil,2006,3,1,,False
Pseudomonas aeruginosa,Brazil,2007,4,2,,False
Pseudomonas aeruginosa,Brazil,2008,12,4,33.33,True
Pseudomonas aeruginosa,Brazil,2009,25,9,36.0,True
Pseudomonas aeruginosa,Brazil,2014,4,4,,False
Pseudomonas aeruginosa,Brazil,2015,12,4,33.33,True
Pseudomonas aeruginosa,Brazil,2016,10,4,40.0,True
Pseudomonas aeruginosa,Brazil,2017,11,3,27.27,True
Pseudomonas aeruginosa,Brazil,2018,15,4,26.67,True
Pseudomonas aeruginosa,Brazil,2019,21,5,23.81,True
Pseudomonas aeruginosa,Brazil,2020,36,11,30.56,True
Pseudomonas aeruginosa,Brazil,2021,22,5,22.73,True
Pseudomonas aeruginosa,Brazil,2022,21,12,57.14,True
Pseudomonas aeruginosa,Brazil,2023,6,3,,False
Pseudomonas aeruginosa,Brazil,2024,20,5,25.0,True
Pseudomonas aeruginosa,Bulgaria,2009,1,0,,False
Pseudomonas aeruginosa,Bulgaria,2023,2,1,,False
Pseudomonas aeruginosa,Bulgaria,2024,1,0,,False
Pseudomonas aeruginosa,Cameroon,2020,2,1,,False
Pseudomonas aeruginosa,Cameroon,2021,1,1,,False
Pseudomonas aeruginosa,Cameroon,2022,2,2,,False
Pseudomonas aeruginosa,Cameroon,2024,1,0,,False
Pseudomonas aeruginosa,Canada,2004,12,1,8.33,True
Pseudomonas aeruginosa,Canada,2005,9,2,,False
Pseudomonas aeruginosa,Canada,2006,7,0,,False
Pseudomonas aeruginosa,Canada,2007,19,2,10.53,True
Pseudomonas aeruginosa,Canada,2008,4,0,,False
Pseudomonas aeruginosa,Canada,2009,8,1,,False
Pseudomonas aeruginosa,Canada,2010,11,0,0.0,True
Pseudomonas aeruginosa,Canada,2011,4,1,,False
Pseudomonas aeruginosa,Canada,2012,9,0,,False
Pseudomonas aeruginosa,Canada,2013,21,2,9.52,True
Pseudomonas aeruginosa,Canada,2014,23,0,0.0,True
Pseudomonas aeruginosa,Canada,2015,30,6,20.0,True
Pseudomonas aeruginosa,Canada,2016,11,0,0.0,True
Pseudomonas aeruginosa,Canada,2017,1,1,,False
Pseudomonas aeruginosa,Canada,2018,17,3,17.65,True
Pseudomonas aeruginosa,Canada,2019,45,12,26.67,True
Pseudomonas aeruginosa,Canada,2020,26,4,15.38,True
Pseudomonas aeruginosa,Canada,2021,27,7,25.93,True
Pseudomonas aeruginosa,Canada,2022,37,9,24.32,True
Pseudomonas aeruginosa,Canada,2023,25,4,16.0,True
Pseudomonas aeruginosa,Canada,2024,20,2,10.0,True
Pseudomonas aeruginosa,Chile,2005,1,1,,False
Pseudomonas aeruginosa,Chile,2006,4,3,,False
Pseudomonas aeruginosa,Chile,2007,7,3,,False
Pseudomonas aeruginosa,Chile,2008,10,3,30.0,True
Pseudomonas aeruginosa,Chile,2009,8,4,,False
Pseudomonas aeruginosa,Chile,2014,1,1,,False
Pseudomonas aeruginosa,Chile,2015,8,5,,False
Pseudomonas aeruginosa,Chile,2016,12,3,25.0,True
Pseudomonas aeruginosa,Chile,2017,6,0,,False
Pseudomonas aeruginosa,Chile,2018,6,3,,False
Pseudomonas aeruginosa,Chile,2019,7,5,,False
Pseudomonas aeruginosa,Chile,2020,15,8,53.33,True
Pseudomonas aeruginosa,Chile,2021,12,5,41.67,True
Pseudomonas aeruginosa,Chile,2022,12,4,33.33,True
Pseudomonas aeruginosa,Chile,2023,6,1,,False
Pseudomonas aeruginosa,Chile,2024,8,4,,False
Pseudomonas aeruginosa,China,2004,1,0,,False
Pseudomonas aeruginosa,China,2006,2,0,,False
Pseudomonas aeruginosa,China,2009,3,2,,False
Pseudomonas aeruginosa,China,2010,2,0,,False
Pseudomonas aeruginosa,China,2014,3,0,,False
Pseudomonas aeruginosa,China,2015,16,2,12.5,True
Pseudomonas aeruginosa,China,2016,14,2,14.29,True
Pseudomonas aeruginosa,China,2017,2,0,,False
Pseudomonas aeruginosa,China,2018,24,13,54.17,True
Pseudomonas aeruginosa,China,2019,41,24,58.54,True
Pseudomonas aeruginosa,China,2020,11,5,45.45,True
Pseudomonas aeruginosa,China,2021,40,15,37.5,True
Pseudomonas aeruginosa,China,2022,37,13,35.14,True
Pseudomonas aeruginosa,China,2023,16,2,12.5,True
Pseudomonas aeruginosa,China,2024,12,2,16.67,True
Pseudomonas aeruginosa,Colombia,2006,4,1,,False
Pseudomonas aeruginosa,Colombia,2007,5,3,,False
Pseudomonas aeruginosa,Colombia,2008,17,5,29.41,True
Pseudomonas aeruginosa,Colombia,2009,10,2,20.0,True
Pseudomonas aeruginosa,Colombia,2010,9,3,,False
Pseudomonas aeruginosa,Colombia,2011,4,1,,False
Pseudomonas aeruginosa,Colombia,2012,5,0,,False
Pseudomonas aeruginosa,Colombia,2013,2,0,,False
Pseudomonas aeruginosa,Colombia,2014,4,1,,False
Pseudomonas aeruginosa,Colombia,2015,3,2,,False
Pseudomonas aeruginosa,Colombia,2016,7,1,,False
Pseudomonas aeruginosa,Colombia,2017,8,6,,False
Pseudomonas aeruginosa,Colombia,2018,15,6,40.0,True
Pseudomonas aeruginosa,Colombia,2019,25,9,36.0,True
Pseudomonas aeruginosa,Colombia,2020,16,6,37.5,True
Pseudomonas aeruginosa,Colombia,2021,33,19,57.58,True
Pseudomonas aeruginosa,Colombia,2022,29,8,27.59,True
Pseudomonas aeruginosa,Colombia,2023,5,1,,False
Pseudomonas aeruginosa,Colombia,2024,18,5,27.78,True
Pseudomonas aeruginosa,Costa Rica,2018,2,0,,False
Pseudomonas aeruginosa,Costa Rica,2019,1,0,,False
Pseudomonas aeruginosa,Costa Rica,2020,5,1,,False
Pseudomonas aeruginosa,Costa Rica,2021,3,0,,False
Pseudomonas aeruginosa,Costa Rica,2022,5,0,,False
Pseudomonas aeruginosa,Costa Rica,2023,1,0,,False
Pseudomonas aeruginosa,Costa Rica,2024,2,1,,False
Pseudomonas aeruginosa,Croatia,2007,17,2,11.76,True
Pseudomonas aeruginosa,Croatia,2008,11,8,72.73,True
Pseudomonas aeruginosa,Croatia,2009,17,4,23.53,True
Pseudomonas aeruginosa,Croatia,2010,22,9,40.91,True
Pseudomonas aeruginosa,Croatia,2011,1,1,,False
Pseudomonas aeruginosa,Croatia,2014,6,4,,False
Pseudomonas aeruginosa,Croatia,2015,7,4,,False
Pseudomonas aeruginosa,Croatia,2016,7,4,,False
Pseudomonas aeruginosa,Croatia,2018,18,11,61.11,True
Pseudomonas aeruginosa,Croatia,2019,41,20,48.78,True
Pseudomonas aeruginosa,Croatia,2020,31,13,41.94,True
Pseudomonas aeruginosa,Croatia,2021,14,3,21.43,True
Pseudomonas aeruginosa,Croatia,2022,44,22,50.0,True
Pseudomonas aeruginosa,Croatia,2023,32,11,34.38,True
Pseudomonas aeruginosa,Croatia,2024,31,12,38.71,True
Pseudomonas aeruginosa,Czech Republic,2006,1,0,,False
Pseudomonas aeruginosa,Czech Republic,2007,3,0,,False
Pseudomonas aeruginosa,Czech Republic,2008,2,0,,False
Pseudomonas aeruginosa,Czech Republic,2009,3,1,,False
Pseudomonas aeruginosa,Czech Republic,2014,1,1,,False
Pseudomonas aeruginosa,Czech Republic,2016,4,1,,False
Pseudomonas aeruginosa,Czech Republic,2017,17,7,41.18,True
Pseudomonas aeruginosa,Czech Republic,2018,8,2,,False
Pseudomonas aeruginosa,Czech Republic,2019,14,4,28.57,True
Pseudomonas aeruginosa,Czech Republic,2020,14,4,28.57,True
Pseudomonas aeruginosa,Czech Republic,2021,6,2,,False
Pseudomonas aeruginosa,Czech Republic,2022,7,1,,False
Pseudomonas aeruginosa,Czech Republic,2023,11,2,18.18,True
Pseudomonas aeruginosa,Czech Republic,2024,10,2,20.0,True
Pseudomonas aeruginosa,Denmark,2006,15,0,0.0,True
Pseudomonas aeruginosa,Denmark,2007,27,2,7.41,True
Pseudomonas aeruginosa,Denmark,2008,9,0,,False
Pseudomonas aeruginosa,Denmark,2010,15,0,0.0,True
Pseudomonas aeruginosa,Denmark,2011,3,0,,False
Pseudomonas aeruginosa,Denmark,2013,4,0,,False
Pseudomonas aeruginosa,Denmark,2014,1,0,,False
