Organism,Country,Year,Age_Category,N_Isolates,MDR_Count,XDR_Count,PDR_Count,MDR_Rate_%,XDR_Rate_%,PDR_Rate_%,Income_Group,MDR_Definition
Staphylococcus aureus,Poland,2009,Elderly,21,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2009,Elderly,13,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2009,Elderly,71,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Taiwan,2009,Elderly,16,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United Kingdom,2009,Elderly,16,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2009,Elderly,86,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Argentina,2010,Elderly,15,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2010,Elderly,14,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Croatia,2010,Elderly,25,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Denmark,2010,Elderly,12,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2010,Elderly,41,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2010,Elderly,21,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Israel,2010,Pediatric,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Israel,2010,Elderly,48,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2010,Elderly,29,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,"Korea, South",2010,Elderly,13,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2010,Elderly,18,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Poland,2010,Elderly,14,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2010,Elderly,28,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2010,Elderly,63,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2011,Elderly,58,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2011,Elderly,32,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Ireland,2011,Elderly,33,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2011,Elderly,17,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2011,Elderly,15,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Saudi Arabia,2011,Pediatric,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Saudi Arabia,2011,Elderly,11,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2011,Elderly,76,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2011,Pediatric,22,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2011,Elderly,88,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2012,Elderly,20,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2012,Elderly,23,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Ireland,2012,Elderly,39,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2012,Elderly,45,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2012,Elderly,24,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2012,Elderly,61,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2012,Pediatric,20,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2012,Elderly,52,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2013,Elderly,29,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2013,Elderly,55,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2013,Elderly,29,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2013,Elderly,91,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2013,Elderly,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2013,Elderly,48,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2013,Pediatric,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2013,Elderly,69,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Austria,2014,Elderly,13,2,0,0,15.38,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Belgium,2014,Elderly,18,1,0,0,5.56,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Brazil,2014,Elderly,13,10,0,0,76.92,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2014,Elderly,26,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Czech Republic,2014,Elderly,14,8,0,0,57.14,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2014,Pediatric,11,2,0,0,18.18,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2014,Elderly,99,9,0,0,9.09,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2014,Elderly,72,16,0,0,22.22,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Hungary,2014,Elderly,22,15,0,0,68.18,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Ireland,2014,Elderly,26,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Israel,2014,Elderly,24,17,0,0,70.83,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2014,Pediatric,12,1,0,0,8.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2014,Elderly,93,7,0,0,7.53,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Japan,2014,Elderly,18,10,0,0,55.56,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,"Korea, South",2014,Elderly,26,8,0,0,30.77,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Malaysia,2014,Elderly,11,6,0,0,54.55,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2014,Elderly,12,7,0,0,58.33,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Poland,2014,Pediatric,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2014,Elderly,29,7,0,0,24.14,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Russia,2014,Elderly,19,3,0,0,15.79,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2014,Elderly,75,11,0,0,14.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Sweden,2014,Elderly,13,1,0,0,7.69,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United Kingdom,2014,Elderly,14,1,0,0,7.14,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2014,Pediatric,23,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2014,Elderly,90,23,0,0,25.56,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Argentina,2015,Elderly,22,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Belgium,2015,Elderly,13,1,0,0,7.69,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Brazil,2015,Elderly,37,10,0,0,27.03,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2015,Elderly,23,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Chile,2015,Elderly,20,4,0,0,20.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,China,2015,Elderly,19,5,0,0,26.32,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Colombia,2015,Elderly,16,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Croatia,2015,Elderly,14,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2015,Pediatric,19,1,0,0,5.26,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2015,Elderly,78,7,0,0,8.97,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2015,Elderly,67,12,0,0,17.91,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Greece,2015,Elderly,15,2,0,0,13.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Hong Kong,2015,Elderly,15,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Hungary,2015,Elderly,16,5,0,0,31.25,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Ireland,2015,Elderly,15,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Israel,2015,Elderly,21,7,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2015,Elderly,61,8,0,0,13.11,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,"Korea, South",2015,Elderly,22,9,0,0,40.91,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2015,Pediatric,17,6,0,0,35.29,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2015,Elderly,12,5,0,0,41.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Philippines,2015,Elderly,10,4,0,0,40.0,0.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2015,Elderly,55,19,0,0,34.55,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Singapore,2015,Elderly,16,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2015,Pediatric,23,2,0,0,8.7,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2015,Elderly,92,26,0,0,28.26,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Taiwan,2015,Elderly,12,4,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United Kingdom,2015,Elderly,13,6,0,0,46.15,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2015,Elderly,56,9,0,0,16.07,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Argentina,2016,Elderly,13,1,0,0,7.69,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Austria,2016,Elderly,15,4,0,0,26.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Belgium,2016,Elderly,28,2,0,0,7.14,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Brazil,2016,Elderly,29,11,0,0,37.93,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2016,Elderly,27,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Chile,2016,Elderly,19,9,0,0,47.37,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,China,2016,Pediatric,16,3,0,0,18.75,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,China,2016,Elderly,27,8,0,0,29.63,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Colombia,2016,Elderly,18,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Croatia,2016,Elderly,13,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2016,Pediatric,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2016,Elderly,74,9,0,0,12.16,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2016,Elderly,52,13,0,0,25.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Greece,2016,Elderly,26,3,0,0,11.54,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Hong Kong,2016,Elderly,20,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Hungary,2016,Elderly,12,7,0,0,58.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Ireland,2016,Elderly,11,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Israel,2016,Elderly,21,12,0,0,57.14,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2016,Elderly,101,23,0,0,22.77,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Japan,2016,Elderly,22,8,0,0,36.36,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,"Korea, South",2016,Elderly,18,6,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Kuwait,2016,Pediatric,11,1,0,0,9.09,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2016,Pediatric,28,8,0,0,28.57,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2016,Elderly,18,9,0,0,50.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2016,Elderly,63,31,0,0,49.21,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2016,Pediatric,17,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2016,Elderly,48,11,0,0,22.92,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Taiwan,2016,Elderly,27,10,0,0,37.04,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Thailand,2016,Elderly,17,12,0,0,70.59,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Turkey,2016,Elderly,16,2,0,0,12.5,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,United Kingdom,2016,Elderly,13,5,0,0,38.46,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2016,Pediatric,29,3,0,0,10.34,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2016,Elderly,73,30,0,0,41.1,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Venezuela,2016,Elderly,12,1,0,0,8.33,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Argentina,2017,Elderly,15,3,0,0,20.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Australia,2017,Elderly,12,5,0,0,41.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Belgium,2017,Elderly,27,9,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Brazil,2017,Pediatric,15,1,0,0,6.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Brazil,2017,Elderly,31,7,0,0,22.58,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Chile,2017,Elderly,10,6,0,0,60.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,China,2017,Elderly,12,6,0,0,50.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Czech Republic,2017,Elderly,24,10,0,0,41.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2017,Pediatric,11,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2017,Elderly,60,5,0,0,8.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2017,Elderly,66,11,0,0,16.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Greece,2017,Elderly,20,9,0,0,45.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Hong Kong,2017,Elderly,11,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Hungary,2017,Elderly,18,4,0,0,22.22,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Israel,2017,Elderly,22,4,0,0,18.18,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2017,Elderly,60,5,0,0,8.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Japan,2017,Elderly,35,9,0,0,25.71,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,"Korea, South",2017,Elderly,15,8,0,0,53.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2017,Pediatric,22,4,0,0,18.18,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2017,Elderly,13,1,0,0,7.69,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Philippines,2017,Elderly,18,0,0,0,0.0,0.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2017,Elderly,33,12,0,0,36.36,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,South Africa,2017,Pediatric,12,3,0,0,25.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2017,Pediatric,13,1,0,0,7.69,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2017,Elderly,62,14,0,0,22.58,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Sweden,2017,Elderly,12,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Taiwan,2017,Elderly,23,8,0,0,34.78,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Turkey,2017,Elderly,19,5,0,0,26.32,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,United Kingdom,2017,Elderly,24,4,0,0,16.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2017,Elderly,26,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Venezuela,2017,Elderly,15,4,0,0,26.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Argentina,2018,Elderly,12,5,0,0,41.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Belgium,2018,Elderly,13,1,0,0,7.69,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Brazil,2018,Elderly,35,11,0,0,31.43,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2018,Elderly,30,3,0,0,10.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Chile,2018,Elderly,10,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,China,2018,Pediatric,11,4,0,0,36.36,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,China,2018,Elderly,30,9,0,0,30.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Colombia,2018,Elderly,15,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Croatia,2018,Elderly,16,1,0,0,6.25,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Czech Republic,2018,Elderly,18,5,0,0,27.78,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2018,Elderly,65,2,0,0,3.08,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2018,Elderly,23,3,0,0,13.04,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Greece,2018,Elderly,13,5,0,0,38.46,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Ireland,2018,Elderly,13,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Israel,2018,Elderly,14,3,0,0,21.43,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2018,Elderly,51,17,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Japan,2018,Elderly,18,7,0,0,38.89,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Lithuania,2018,Elderly,22,3,0,0,13.64,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Malaysia,2018,Elderly,15,4,0,0,26.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2018,Pediatric,10,3,0,0,30.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Morocco,2018,Pediatric,15,2,0,0,13.33,0.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Portugal,2018,Elderly,39,10,0,0,25.64,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Romania,2018,Elderly,18,1,0,0,5.56,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Russia,2018,Pediatric,11,2,0,0,18.18,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Russia,2018,Elderly,21,2,0,0,9.52,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Singapore,2018,Elderly,19,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,South Africa,2018,Elderly,12,1,0,0,8.33,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Spain,2018,Elderly,43,9,0,0,20.93,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Switzerland,2018,Elderly,12,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Thailand,2018,Elderly,15,3,0,0,20.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,United Kingdom,2018,Elderly,11,1,0,0,9.09,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,United States,2018,Elderly,51,15,0,0,29.41,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Argentina,2019,Elderly,24,4,0,0,16.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Belgium,2019,Elderly,25,2,0,0,8.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Brazil,2019,Elderly,34,13,0,0,38.24,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Canada,2019,Elderly,54,11,0,0,20.37,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Chile,2019,Elderly,13,2,0,0,15.38,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,China,2019,Pediatric,14,2,0,0,14.29,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,China,2019,Elderly,58,33,0,0,56.9,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Colombia,2019,Pediatric,20,0,0,0,0.0,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Colombia,2019,Elderly,15,1,0,0,6.67,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Croatia,2019,Elderly,59,10,0,0,16.95,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Czech Republic,2019,Elderly,21,4,0,0,19.05,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,France,2019,Elderly,85,4,0,0,4.71,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Germany,2019,Elderly,21,2,0,0,9.52,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Hungary,2019,Elderly,22,3,0,0,13.64,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,India,2019,Elderly,24,11,0,0,45.83,0.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Ireland,2019,Elderly,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Israel,2019,Elderly,15,1,0,0,6.67,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Italy,2019,Elderly,74,12,0,0,16.22,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Japan,2019,Elderly,23,11,0,0,47.83,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,"Korea, South",2019,Elderly,15,5,0,0,33.33,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Kuwait,2019,Pediatric,12,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Latvia,2019,Elderly,10,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Lithuania,2019,Elderly,34,2,0,0,5.88,0.0,0.0,High Income,Magiorakos2012_R+I
Staphylococcus aureus,Malaysia,2019,Elderly,14,6,0,0,42.86,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2019,Pediatric,16,10,0,0,62.5,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Mexico,2019,Elderly,11,2,0,0,18.18,0.0,0.0,Upper Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Morocco,2019,Pediatric,14,0,0,0,0.0,0.0,0.0,Lower Middle Income,Magiorakos2012_R+I
Staphylococcus aureus,Netherlands,2019,Elderly,15,0,0,0,0.0,0.0,0.0,High Income,Magiorakos2012_R+I
